"VARIABLE","Variable","TRANSPORT_MODE","Transport mode","SCENARIO","Scenario","COUNTRY_GROUP","Country group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","ENEA","East and Northeast Asia","2025","2025",,,"9","Billions",,,917.320550857799,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","ENEA","East and Northeast Asia","2030","2030",,,"9","Billions",,,848.021712355684,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","ENEA","East and Northeast Asia","2040","2040",,,"9","Billions",,,623.493576161954,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","ENEA","East and Northeast Asia","2050","2050",,,"9","Billions",,,319.523637784016,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","ENEA","East and Northeast Asia","2019","2019",,,"9","Billions",,,893.18904182311,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","ENEA","East and Northeast Asia","2020","2020",,,"9","Billions",,,913.951626106261,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","ENEA","East and Northeast Asia","2022","2022",,,"9","Billions",,,933.044350020206,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","ENEA","East and Northeast Asia","2025","2025",,,"9","Billions",,,937.067244593095,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","ENEA","East and Northeast Asia","2030","2030",,,"9","Billions",,,875.057489370516,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","ENEA","East and Northeast Asia","2040","2040",,,"9","Billions",,,639.426541915045,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","ENEA","East and Northeast Asia","2050","2050",,,"9","Billions",,,341.867124496537,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","ENEA","East and Northeast Asia","2019","2019",,,"9","Billions",,,97.014334868307,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","ENEA","East and Northeast Asia","2020","2020",,,"9","Billions",,,85.450501779778,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","ENEA","East and Northeast Asia","2022","2022",,,"9","Billions",,,85.6153808720883,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","ENEA","East and Northeast Asia","2025","2025",,,"9","Billions",,,83.3804493543119,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","ENEA","East and Northeast Asia","2030","2030",,,"9","Billions",,,77.4134613643867,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","ENEA","East and Northeast Asia","2040","2040",,,"9","Billions",,,56.5732805577276,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","ENEA","East and Northeast Asia","2050","2050",,,"9","Billions",,,28.4526252016517,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","ENEA","East and Northeast Asia","2019","2019",,,"9","Billions",,,884.595393496358,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","ENEA","East and Northeast Asia","2020","2020",,,"9","Billions",,,888.521805496923,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","ENEA","East and Northeast Asia","2022","2022",,,"9","Billions",,,886.06817508924,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","ENEA","East and Northeast Asia","2025","2025",,,"9","Billions",,,898.404081085192,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","ENEA","East and Northeast Asia","2030","2030",,,"9","Billions",,,825.401372443646,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","ENEA","East and Northeast Asia","2040","2040",,,"9","Billions",,,594.466264812092,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","ENEA","East and Northeast Asia","2050","2050",,,"9","Billions",,,300.467749188063,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","ENEA","East and Northeast Asia","2019","2019",,,"9","Billions",,,893.18904182311,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","ENEA","East and Northeast Asia","2020","2020",,,"9","Billions",,,913.951626106261,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","ENEA","East and Northeast Asia","2022","2022",,,"9","Billions",,,912.654916691752,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","ENEA","East and Northeast Asia","2025","2025",,,"9","Billions",,,939.636387259685,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","ENEA","East and Northeast Asia","2030","2030",,,"9","Billions",,,882.587812708904,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","ENEA","East and Northeast Asia","2040","2040",,,"9","Billions",,,648.877638571506,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","ENEA","East and Northeast Asia","2050","2050",,,"9","Billions",,,351.949277587705,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","ENEA","East and Northeast Asia","2019","2019",,,"9","Billions",,,97.014334868307,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","ENEA","East and Northeast Asia","2020","2020",,,"9","Billions",,,85.450501779778,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","ENEA","East and Northeast Asia","2022","2022",,,"9","Billions",,,83.5907569009685,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","ENEA","East and Northeast Asia","2025","2025",,,"9","Billions",,,81.2537574345447,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","ENEA","East and Northeast Asia","2030","2030",,,"9","Billions",,,75.2217628286648,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","ENEA","East and Northeast Asia","2040","2040",,,"9","Billions",,,54.7527861123148,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","ENEA","East and Northeast Asia","2050","2050",,,"9","Billions",,,27.4146497279626,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2019","2019",,,"9","Billions",,,8.48646507060987,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2020","2020",,,"9","Billions",,,8.35813767686166,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2022","2022",,,"9","Billions",,,8.863468136738,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2025","2025",,,"9","Billions",,,8.79201474426321,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2030","2030",,,"9","Billions",,,8.69187552709572,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2040","2040",,,"9","Billions",,,8.66183273693964,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2050","2050",,,"9","Billions",,,9.05925248279963,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2019","2019",,,"9","Billions",,,634.461915660408,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2020","2020",,,"9","Billions",,,631.800229197971,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2022","2022",,,"9","Billions",,,670.937043577295,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2025","2025",,,"9","Billions",,,671.816032919472,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2030","2030",,,"9","Billions",,,675.589531800825,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2040","2040",,,"9","Billions",,,695.478297581125,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2050","2050",,,"9","Billions",,,742.44616390958,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2019","2019",,,"9","Billions",,,18.5442355707076,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2020","2020",,,"9","Billions",,,15.2462049643541,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2022","2022",,,"9","Billions",,,16.0342904248579,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2025","2025",,,"9","Billions",,,18.519530886111,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2030","2030",,,"9","Billions",,,18.3056186223837,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2040","2040",,,"9","Billions",,,18.0605443767297,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","LAC","Latin America and the Caribbean","2050","2050",,,"9","Billions",,,18.1130520058276,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","LAC","Latin America and the Caribbean","2019","2019",,,"9","Billions",,,8.48646507060987,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","LAC","Latin America and the Caribbean","2020","2020",,,"9","Billions",,,8.35813767686166,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","LAC","Latin America and the Caribbean","2022","2022",,,"9","Billions",,,8.86346784811012,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","LAC","Latin America and the Caribbean","2025","2025",,,"9","Billions",,,8.77759140747472,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","LAC","Latin America and the Caribbean","2030","2030",,,"9","Billions",,,8.67681289253642,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","LAC","Latin America and the Caribbean","2040","2040",,,"9","Billions",,,8.61095053794328,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","LAC","Latin America and the Caribbean","2050","2050",,,"9","Billions",,,9.01991126399159,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","LAC","Latin America and the Caribbean","2019","2019",,,"9","Billions",,,634.461915660408,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","LAC","Latin America and the Caribbean","2020","2020",,,"9","Billions",,,631.800229197971,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","LAC","Latin America and the Caribbean","2022","2022",,,"9","Billions",,,670.937037666659,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","LAC","Latin America and the Caribbean","2025","2025",,,"9","Billions",,,685.681959026278,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","LAC","Latin America and the Caribbean","2030","2030",,,"9","Billions",,,697.208073162494,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","LAC","Latin America and the Caribbean","2040","2040",,,"9","Billions",,,732.473465162207,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","LAC","Latin America and the Caribbean","2050","2050",,,"9","Billions",,,804.11278352559,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2019","2019",,,"9","Billions",,,18.5442355707076,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2020","2020",,,"9","Billions",,,15.2462049643541,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2022","2022",,,"9","Billions",,,16.034290395279,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2025","2025",,,"9","Billions",,,18.5405351698815,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2030","2030",,,"9","Billions",,,18.3852419906398,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2040","2040",,,"9","Billions",,,18.3300231573504,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","LAC","Latin America and the Caribbean","2050","2050",,,"9","Billions",,,18.3221416059837,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,2.44688223615875,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,2.48975560600928,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,2.66833552026888,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,2.70830013793219,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,3.01321656783166,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,3.72293086031372,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,4.39953738737626,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,974.777207813549,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,999.078273922562,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,1068.27523687346,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,1093.67166236085,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,1224.35315953499,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,1529.26521267042,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,1818.26821137257,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,24.3983948023586,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,20.1936899551893,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,21.332008374764,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,23.9942639296528,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,26.4021434203094,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,31.5145095114139,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,35.235337486949,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,2.44688223615875,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,2.48975560600928,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,2.66595583881272,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,2.71138914596216,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,3.01710090484606,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,3.69214599738638,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,4.33367874738627,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,974.777207813549,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,999.078273922562,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,1067.27888567175,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,1119.00217190555,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,1266.7326842139,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,1605.05041458544,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,1944.6380936548,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2019","2019",,,"9","Billions",,,24.3983948023586,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2020","2020",,,"9","Billions",,,20.1936899551893,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2022","2022",,,"9","Billions",,,21.3100332558162,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2025","2025",,,"9","Billions",,,23.8198906071196,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2030","2030",,,"9","Billions",,,26.2594294715954,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2040","2040",,,"9","Billions",,,32.0030014110082,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","MENA","Middle East and North Africa","2050","2050",,,"9","Billions",,,36.3027726901087,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SEA","Southeast Asia","2019","2019",,,"9","Billions",,,2.01689147321977,,
